model_id,model_make_id,model_name,model_trim,model_year
22746,mazda,2,1.6 Exclusive,2005
22990,mazda,2,1.4 CD Exclusive,2005
23319,mazda,2,1.25 Comfort,2005
23408,mazda,2,1.4 CD Comfort,2005
23443,mazda,2,16 Top,2005
23822,mazda,2,1.4 Exclusive,2005
22703,mazda,2,1.4 CD Comfort,2006
23301,mazda,2,1.6i,2006
23314,mazda,2,1.4i Exclusive,2006
23790,mazda,2,1.25i Comfort,2006
22908,mazda,2,1.4 CD Active,2007
23604,mazda,2,1.25i Comfort,2007
23612,mazda,2,1.4i Exclusive,2007
23840,mazda,2,1.6i Top,2007
22869,mazda,2,1.3 MZR,2008
23072,mazda,2,1.4 CD Exclusive,2008
23131,mazda,2,1.6 Exclusive,2008
23385,mazda,2,1.5 MZR,2008
23511,mazda,2,1.2i Comfort,2008
23046,mazda,2,1.5 MZR,2009
23216,mazda,2,1.6 Exclusive,2009
23316,mazda,2,1.4 CD Exclusive,2009
23397,mazda,2,1.3 MZR,2009
23639,mazda,2,1.25i Comfort,2009
23749,mazda,2,1.5 Individual,2009
45433,mazda,2,1.5 Sport,2011
45434,mazda,2,1.5 Touring,2011
22754,mazda,3,Sedan,2005
22766,mazda,3,1.6 CD Comfort,2005
22810,mazda,3,,2005
23038,mazda,3,Sport 1.4 Comfort,2005
23101,mazda,3,Sport 2.0 Top,2005
23127,mazda,3,1.6 Exclusive,2005
23332,mazda,3,Sport 1.6 Exclusive,2005
23526,mazda,3,1.6 Comfort,2005
23628,mazda,3,S,2005
23648,mazda,3,i,2005
23724,mazda,3,2.0 Top,2005
23834,mazda,3,Sport 1.6 Comfort,2005
22950,mazda,3,i,2006
23008,mazda,3,1.6i,2006
23085,mazda,3,Sport 1.4 Comfort,2006
23275,mazda,3,1.6 Dynamic,2006
23389,mazda,3,2.0 Sport Individual,2006
23475,mazda,3,1.6 Original,2006
23482,mazda,3,2.0 Individual,2006
23486,mazda,3,1.6 Comfort,2006
23503,mazda,3,1.6 CD Comfort,2006
23679,mazda,3,Sport 1.6,2006
23699,mazda,3,1.6 Sport Dynamic,2006
23785,mazda,3,2.0 Top,2006
23841,mazda,3,Sport 2.0 Top,2006
23856,mazda,3,Sport 1.6 CD Comfort,2006
22681,mazda,3,Sport 1.6,2007
22832,mazda,3,2.0i Touring,2007
22922,mazda,3,2.0 Individual,2007
23043,mazda,3,2.0i Sport,2007
23055,mazda,3,Sport,2007
23264,mazda,3,1.6i,2007
23286,mazda,3,1.6 Sport Dynamic,2007
23427,mazda,3,Grand Touring,2007
23429,mazda,3,2.0 Top,2007
23451,mazda,3,1.6 Dynamic,2007
23481,mazda,3,Sport 1.4 Comfort,2007
23501,mazda,3,1.6 Sport Active,2007
23625,mazda,3,Sport 2.0 Top,2007
23677,mazda,3,1.6 Active,2007
23726,mazda,3,1.6 Comfort,2007
23730,mazda,3,1.6 Sport Original,2007
23783,mazda,3,Sport 1.6 CD Comfort,2007
23811,mazda,3,MPS,2007
22719,mazda,3,1.6 Original,2008
22730,mazda,3,1.6 Dynamic,2008
22732,mazda,3,1.6 Sport,2008
22764,mazda,3,2.0 CD,2008
22865,mazda,3,1.6 Active,2008
22892,mazda,3,2.0 Sport Individual,2008
22911,mazda,3,2.MPS DISi Turbo,2008
22938,mazda,3,1.6i,2008
22960,mazda,3,2.MPS,2008
23028,mazda,3,2.0i Touring,2008
23133,mazda,3,2.0 Individual,2008
23187,mazda,3,,2008
23188,mazda,3,1.4 Sport Comfort,2008
23208,mazda,3,1.6 Sport Dynamic,2008
23298,mazda,3,2.0i Sport,2008
23366,mazda,3,1.6 CD Comfort,2008
23447,mazda,3,2.0 Dynamic,2008
23462,mazda,3,1.6 Sport Exclusive,2008
23466,mazda,3,1.6 CD Sport Comfort,2008
23547,mazda,3,2.0 Top,2008
23669,mazda,3,2.0 Sport Top,2008
23705,mazda,3,2.0 Sport Dynamic,2008
23719,mazda,3,1.6 Sport Original,2008
23850,mazda,3,2.MPS Extreme,2008
22695,mazda,3,2.0i Sport,2009
22723,mazda,3,2.Grand Touring,2009
22812,mazda,3,2,2009
22821,mazda,3,2.0 Sport Top,2009
22827,mazda,3,1.6 Comfort,2009
22870,mazda,3,1.6 Exclusive,2009
22890,mazda,3,1.4 Sport Comfort,2009
22897,mazda,3,1.6 Dynamic,2009
22902,mazda,3,2.0 Top,2009
22916,mazda,3,1.6 Sport Exclusive,2009
22980,mazda,3,2.0 l MZR,2009
22989,mazda,3,2.0 Sport,2009
22998,mazda,3,1.6,2009
23061,mazda,3,2.0 Sport Individual,2009
23062,mazda,3,2.Individual,2009
23099,mazda,3,2.0 CD,2009
23137,mazda,3,1.6 Original,2009
23167,mazda,3,1.6 Sport Original,2009
23180,mazda,3,2.s Touring,2009
23247,mazda,3,2.s Grand Touring,2009
23256,mazda,3,1.6 i MZR,2009
23278,mazda,3,2.0i Touring,2009
23424,mazda,3,2.MPS,2009
23489,mazda,3,1.6 Sport Active,2009
23519,mazda,3,2.0 Dynamic,2009
23536,mazda,3,1.6 Sport,2009
23560,mazda,3,2.Sport Individual,2009
23573,mazda,3,2.0 Individual,2009
23589,mazda,3,2.Sport,2009
23675,mazda,3,1.6 i MZ-CD,2009
23732,mazda,3,2.2 l MZ-CD,2009
23735,mazda,3,1.6 CD Sport Comfort,2009
23740,mazda,3,2.0 Sport Dynamic,2009
23810,mazda,3,1.6 Sport Dynamic,2009
45435,mazda,3,2.0 i SV,2010
45436,mazda,3,2.0 i Sport,2010
45437,mazda,3,2.0 i Touring,2010
45438,mazda,3,2.5 s Sport,2010
45439,mazda,3,2.5 s Grand Touring,2010
45440,mazda,3,2.0 i SV,2011
45441,mazda,3,2.0 i Sport,2011
45442,mazda,3,2.0 i Touring,2011
45443,mazda,3,2.5 s Sport,2011
45444,mazda,3,2.5 s Grand Touring,2011
49191,mazda,3,2.0 i SV,2012
49192,mazda,3,2.0 i Sport,2012
49193,mazda,3,2.0 i Touring,2012
49194,mazda,3,2.5s Touring,2012
49195,mazda,3,2.5s Grand Touring,2012
22748,mazda,5,2.0 Exclusive,2005
22995,mazda,5,Touring,2006
23003,mazda,5,2.0 Exclusive,2006
23151,mazda,5,1.8 Comfort,2006
23355,mazda,5,Sport,2006
22811,mazda,5,2.3 Sport,2007
22936,mazda,5,2.0L Active,2007
22976,mazda,5,2.0L Individual,2007
23064,mazda,5,2.3 Grand Touring,2007
23276,mazda,5,2.3 Touring,2007
23680,mazda,5,1.8 Comfort,2007
23775,mazda,5,2.0 Exclusive,2007
23083,mazda,5,2.3,2008
23176,mazda,5,2.3 Touring,2008
23461,mazda,5,2.0 Exclusive,2008
23535,mazda,5,1.8 Comfort,2008
23577,mazda,5,2.0 CD,2008
23779,mazda,5,2.3 Grand Touring,2008
22763,mazda,5,Grand Touring,2009
22921,mazda,5,Touring 2.3,2009
23132,mazda,5,Sport 2.3,2009
23163,mazda,5,MZR 2.0,2009
23493,mazda,5,2.0 CD,2009
23689,mazda,5,MZR 1.8,2009
23758,mazda,5,2.3,2009
45445,mazda,5,Sport,2010
45446,mazda,5,Touring,2010
45447,mazda,5,Grand Touring,2010
49196,mazda,5,2.5 Sport,2012
49197,mazda,5,2.5 Touring,2012
49198,mazda,5,2.5 Grand Touring,2012
22685,mazda,6,i Sports Sedan Sport,2005
22767,mazda,6,Sport Combi 2.3 Top 4WD,2005
22860,mazda,6,Sport Combi 2.0 TD Comfort,2005
22875,mazda,6,2.3 Top,2005
22887,mazda,6,Sport 2.3 Top,2005
22947,mazda,6,S Sports Sedan Grand Touring,2005
22991,mazda,6,2.0 Comfort,2005
23155,mazda,6,Sport 2.0 Comfort,2005
23229,mazda,6,i,2005
23237,mazda,6,Sport 2.0 CD Comfort,2005
23242,mazda,6,1.Comfort,2005
23281,mazda,6,1.8 Comfort,2005
23312,mazda,6,S Sports Sedan Sport,2005
23321,mazda,6,Wagon,2005
23331,mazda,6,Hatchback,2005
23392,mazda,6,Sport Combi 2.3 Top,2005
23488,mazda,6,Sport Combi 2.0 Comfort,2005
23638,mazda,6,,2005
23654,mazda,6,S Sport Wagon,2005
23658,mazda,6,S,2005
23684,mazda,6,i Sports Sedan,2005
23712,mazda,6,S Sport Wagon Grand Touring,2005
23714,mazda,6,i Sports Sedan Grand Touring,2005
23729,mazda,6,Sport 2.0 CD Exclusive,2005
23821,mazda,6,Sport 1.8 Comfort,2005
23858,mazda,6,2.0 CD Comfort,2005
22701,mazda,6,2.3 Top,2006
22704,mazda,6,S Sports Sedan Grand Sport,2006
22728,mazda,6,S Sport Wagon Grand Sport,2006
22785,mazda,6,S Sports Sedan,2006
22866,mazda,6,Sport Kombi 2.3 Top,2006
22871,mazda,6,S Sports Sedan Grand Touring,2006
22895,mazda,6,S Sport Wagon,2006
22935,mazda,6,Sport 2.0 Exclusive,2006
23031,mazda,6,i Sports Sedan,2006
23077,mazda,6,Sport 2.3 Top,2006
23172,mazda,6,MPS 2.3,2006
23173,mazda,6,2.0 CD Exclusive,2006
23334,mazda,6,2.0 Exclusive,2006
23367,mazda,6,1.8 Comfort,2006
23404,mazda,6,Sport Kombi 1.8 Comfort,2006
23448,mazda,6,Sport Kombi 2.0 TD Exclusive,2006
23471,mazda,6,Sport Kombi 2.0 TD Comfort,2006
23540,mazda,6,,2006
23621,mazda,6,2.3 Individual,2006
23678,mazda,6,2.0 CD Comfort,2006
23682,mazda,6,S Grand Sport,2006
23738,mazda,6,Sport 2.0 CD Comfort,2006
22715,mazda,6,2.3i Sports Sedan Value Edition,2007
22790,mazda,6,2.0 CD Comfort,2007
22797,mazda,6,3.0s Sports Sedan Grand Touring,2007
22830,mazda,6,1.8 Sport Comfort,2007
22848,mazda,6,2.0 CD Sport Comfort,2007
22856,mazda,6,3.0s Sport Wagon Grand Touring,2007
22910,mazda,6,2.0 CD Exclusive,2007
22919,mazda,6,2.0L Active,2007
22927,mazda,6,Sport Kombi 2.3 Top,2007
23011,mazda,6,3.0s Grand Touring,2007
23020,mazda,6,Sport Kombi 1.8 Comfort,2007
23130,mazda,6,2.0 CD Sport 2.0 Exclusive,2007
23141,mazda,6,2.3 Dynamic,2007
23205,mazda,6,2.3 Sports Sedan Grand Touring,2007
23220,mazda,6,2.3 Top,2007
23333,mazda,6,2.3L Individual,2007
23335,mazda,6,3.0s Sport Wagon Touring,2007
23423,mazda,6,Sport Kombi 2.0 TD Exclusive,2007
23438,mazda,6,1.8 Comfort,2007
23474,mazda,6,2.0 Sport Exclusive,2007
23490,mazda,6,2.3 MPS,2007
23551,mazda,6,Sport Kombi 2.0 Exclusive,2007
23687,mazda,6,,2007
23756,mazda,6,2.0 Exclusive,2007
23766,mazda,6,3.0s Sports Sedan Touring,2007
23798,mazda,6,2.3i Sports Sedan Sport,2007
23847,mazda,6,2.3i Sports Sedan Touring,2007
23851,mazda,6,2.3 Sport Top,2007
22714,mazda,6,2.3i Grand Touring,2008
22791,mazda,6,2.3i Touring,2008
22809,mazda,6,3.0S Value Edition,2008
22852,mazda,6,2.0 MZR-CD,2008
22901,mazda,6,1.8 MZR,2008
22907,mazda,6,2.5 MZR,2008
22928,mazda,6,1.Comfort,2008
22994,mazda,6,3.0S Grand Touring,2008
23191,mazda,6,2.3 Sporty Lux,2008
23197,mazda,6,3.0S Sport Grand Touring,2008
23244,mazda,6,2.3 Individual,2008
23345,mazda,6,2.3 Sporty,2008
23442,mazda,6,2.3 Top,2008
23465,mazda,6,2.3,2008
23516,mazda,6,2.3 MPS,2008
23557,mazda,6,2.3 Dynamic,2008
23617,mazda,6,2.0 Active,2008
23650,mazda,6,2.0 MZR,2008
23698,mazda,6,2.0 Elegant,2008
23701,mazda,6,2.0 Original,2008
23786,mazda,6,3.0S Sport Touring,2008
23787,mazda,6,2.3 Sporty Lux Activematic,2008
23845,mazda,6,3.0S Touring,2008
22694,mazda,6,1.8 MZR,2009
22745,mazda,6,2.5i Sports Sedan Grand Touring,2009
22849,mazda,6,2.5 MZR,2009
23026,mazda,6,2.3 Sport Kombi Top 4WD,2009
23050,mazda,6,2.5i Sports Sedan SV,2009
23126,mazda,6,2.0 CD Kombi,2009
23190,mazda,6,1.Comfort,2009
23227,mazda,6,3.8s Sports Sedan Sport,2009
23239,mazda,6,2.5i Sports Sedan Sport,2009
23248,mazda,6,2.5i Sports Sedan Touring,2009
23307,mazda,6,2.2 MZR-CD,2009
23325,mazda,6,2.0 Active,2009
23381,mazda,6,2,2009
23394,mazda,6,2.5 Individual,2009
23418,mazda,6,2.3 Top,2009
23460,mazda,6,2.5 Dynamic Activematic,2009
23502,mazda,6,3.8s Sports Sedan Touring,2009
23520,mazda,6,3.8s Sports Sedan Grand Touring,2009
23667,mazda,6,2.5,2009
23686,mazda,6,2.0 MZR,2009
45448,mazda,6,2.5i SV,2010
45449,mazda,6,2.5i Sport,2010
45450,mazda,6,2.5i Touring,2010
45451,mazda,6,2.5i Touring Plus,2010
45452,mazda,6,2.5i Grand Touring,2010
45453,mazda,6,2.5s Touring Plus,2010
45454,mazda,6,2.5s Grand Touring,2010
45455,mazda,6,2.5i Sport,2011
45456,mazda,6,2.5i Touring,2011
45457,mazda,6,2.5i Touring Plus,2011
45458,mazda,6,2.5i Grand Touring,2011
45459,mazda,6,3.7s Touring Plus,2011
45460,mazda,6,3.7s Grand Touring,2011
49199,mazda,6,2.5i Sport,2012
49200,mazda,6,2.5i Touring,2012
49201,mazda,6,2.5i Touring Plus,2012
49202,mazda,6,2.5i Grand Touring,2012
49203,mazda,6,3.7s Touring Plus,2012
49204,mazda,6,3.7s Grand Touring,2012
44725,chrysler,200,LX,2011
44726,chrysler,200,Touring,2011
44727,chrysler,200,Limited,2011
44728,chrysler,200,S,2011
48832,chrysler,200,LX,2012
48833,chrysler,200,Touring,2012
48834,chrysler,200,Limited,2012
48835,chrysler,200,S,2012
8329,chrysler,300,C,2005
8426,chrysler,300,Limited AWD,2005
8540,chrysler,300,C 5.7 Hemi,2005
8564,chrysler,300,C AWD,2005
8605,chrysler,300,Touring AWD,2005
8618,chrysler,300,Limited,2005
8679,chrysler,300,C 5.7 Touring,2005
8787,chrysler,300,,2005
8831,chrysler,300,Touring,2005
8291,chrysler,300,C SRT8,2006
8314,chrysler,300,Limited,2006
8369,chrysler,300,C 2.7 Touring,2006
8380,chrysler,300,C Touring 5.7 Hemi 4WD,2006
8398,chrysler,300,C 5.7,2006
8431,chrysler,300,Touring,2006
8436,chrysler,300,C 3.5 Touring AWD,2006
8520,chrysler,300,Limited 4WD,2006
8637,chrysler,300,C AWD,2006
8656,chrysler,300,C 3.5,2006
8727,chrysler,300,C CRD,2006
8864,chrysler,300,C 5.7 Touring,2006
8975,chrysler,300,,2006
8987,chrysler,300,C,2006
8992,chrysler,300,C Heritage Edition,2006
9003,chrysler,300,Touring AWD,2006
9030,chrysler,300,C CRD Touring,2006
9035,chrysler,300,C Touring 5.7 Hemi,2006
8281,chrysler,300,C 2.7 Touring,2007
8352,chrysler,300,Limited AWD,2007
8365,chrysler,300,SRT-8,2007
8377,chrysler,300,C 3.0 CRD,2007
8396,chrysler,300,Touring AWD,2007
8472,chrysler,300,C 3.5 V6 Automatic,2007
8560,chrysler,300,C CRD Touring,2007
8570,chrysler,300,,2007
8669,chrysler,300,C 3.5 Touring,2007
8750,chrysler,300,C Touring 5.7 Hemi,2007
8763,chrysler,300,C 3.5 Touring AWD,2007
8783,chrysler,300,C 2.7,2007
8859,chrysler,300,C Touring 5.7 Hemi AWD,2007
8969,chrysler,300,C,2007
8972,chrysler,300,Limited,2007
8978,chrysler,300,C SRT-8,2007
8294,chrysler,300,C 5.7,2008
8302,chrysler,300,C 5.7 AWD,2008
8310,chrysler,300,C 5.7 Touring Hemi 4WD,2008
8343,chrysler,300,C 5.7 Touring,2008
8375,chrysler,300,C 3.5 Touring 4WD,2008
8417,chrysler,300,C 3.0 CRD,2008
8484,chrysler,300,C 2.7,2008
8493,chrysler,300,LX,2008
8575,chrysler,300,Limited AWD,2008
8582,chrysler,300,C 3.5 Automatic,2008
8609,chrysler,300,C 5.7 Automatic,2008
8633,chrysler,300,C 3.0 CRD Touring,2008
8745,chrysler,300,Limited,2008
8754,chrysler,300,C SRT-8,2008
8804,chrysler,300,C 3.5 Touring,2008
9043,chrysler,300,C 3.5,2008
9050,chrysler,300,C 2.7 Touring,2008
8299,chrysler,300,C Touring Hemi,2009
8317,chrysler,300,Limited 4WD,2009
8348,chrysler,300,C V6 Automatic,2009
8370,chrysler,300,Touring,2009
8443,chrysler,300,C Touring SRT8,2009
8518,chrysler,300,SRT-8,2009
8643,chrysler,300,LX,2009
8720,chrysler,300,C Hemi,2009
8732,chrysler,300,C CRD,2009
8789,chrysler,300,C CRD Touring,2009
8823,chrysler,300,C AWD,2009
8905,chrysler,300,Touring AWD,2009
8916,chrysler,300,Signature,2009
8954,chrysler,300,Limited,2009
9044,chrysler,300,C Hemi V8 Automatic,2009
44729,chrysler,300,Touring,2010
44730,chrysler,300,Touring Plus,2010
44731,chrysler,300,S V6,2010
44732,chrysler,300,Limited Fleet,2010
44733,chrysler,300,C HEMI,2010
44734,chrysler,300,S V8,2010
44735,chrysler,300,C,2010
44736,chrysler,300,SRT-8,2010
44737,chrysler,300,,2011
44738,chrysler,300,Limited,2011
44739,chrysler,300,C,2011
48836,chrysler,300,,2012
48837,chrysler,300,Limited,2012
48838,chrysler,300,S V6,2012
48839,chrysler,300,C,2012
48840,chrysler,300,S V8,2012
48841,chrysler,300,SRT8,2012
4335,bmw,316,ti Compact,2005
4744,bmw,316,i,2005
5656,bmw,316,i Touring,2005
5352,bmw,316,i Touring,2006
4263,bmw,316,ti Compact,2008
5005,bmw,316,i Touring,2008
4751,bmw,316,ti Compact,2009
5718,bmw,316,i,2009
4156,bmw,318,d Touring,2005
4203,bmw,318,i,2005
4338,bmw,318,i Automatic,2005
4510,bmw,318,ti Compact Automatic,2005
4630,bmw,318,ti Compact,2005
4832,bmw,318,Ci,2005
4961,bmw,318,td Compact,2005
5036,bmw,318,i Touring,2005
5106,bmw,318,d,2005
5222,bmw,318,Touring,2005
5508,bmw,318,Compact,2005
5633,bmw,318,i Touring Automatic,2005
4117,bmw,318,Ci,2006
5385,bmw,318,i Touring,2006
5700,bmw,318,d Touring,2006
4252,bmw,318,d,2007
4340,bmw,318,i Touring,2007
4752,bmw,318,i,2007
5095,bmw,318,d Touring,2007
5716,bmw,318,Ci Cabriolet,2007
4129,bmw,318,i Automatic,2008
4220,bmw,318,TD Compact,2008
4320,bmw,318,d,2008
4639,bmw,318,i,2008
4964,bmw,318,d Touring,2008
5251,bmw,318,Ci Cabriolet,2008
5266,bmw,318,i Touring Automatic,2008
5269,bmw,318,Ci,2008
5273,bmw,318,ti Compact,2008
5310,bmw,318,ti Compact Automatic,2008
5760,bmw,318,i Touring,2008
4204,bmw,318,i,2009
4756,bmw,318,i Touring,2009
4860,bmw,318,Ci,2009
5067,bmw,318,Ci Cabriolet,2009
5563,bmw,318,d,2009
5719,bmw,318,ti Compact,2009
4291,bmw,320,td Compact,2005
4635,bmw,320,Ci,2005
5035,bmw,320,i Automatic,2005
5133,bmw,320,Ci Cabriolet,2005
5227,bmw,320,i,2005
5320,bmw,320,d Touring,2005
5391,bmw,320,d,2005
5408,bmw,320,Cd Cabriolet,2005
5533,bmw,320,i Touring,2005
5575,bmw,320,d Automatic,2005
5576,bmw,320,Cd,2005
4127,bmw,320,i Steptronic,2006
4210,bmw,320,Cd Cabriolet,2006
4421,bmw,320,Cd,2006
4955,bmw,320,Ci,2006
4957,bmw,320,d,2006
4988,bmw,320,d Steptronic,2006
5165,bmw,320,d Touring,2006
5183,bmw,320,i,2006
5635,bmw,320,i Touring,2006
5705,bmw,320,Ci Cabriolet,2006
4202,bmw,320,i Sport Automatic,2007
4216,bmw,320,i Touring Exclusive,2007
4225,bmw,320,d Touring Exclusive,2007
4251,bmw,320,i E90,2007
4426,bmw,320,i Exclusive E90,2007
4438,bmw,320,i Touring Exclusive Automatic,2007
4691,bmw,320,d Touring Automatic,2007
4703,bmw,320,i,2007
4732,bmw,320,d Sport Automatic,2007
4779,bmw,320,d,2007
4786,bmw,320,d Automatic,2007
4835,bmw,320,d Touring,2007
4879,bmw,320,i Touring,2007
4965,bmw,320,d E90,2007
4977,bmw,320,d Touring Sport,2007
5083,bmw,320,d Start,2007
5155,bmw,320,d Start Automatic,2007
5203,bmw,320,i Sport,2007
5217,bmw,320,i Touring Automatic,2007
5255,bmw,320,Ci Cabriolet,2007
5293,bmw,320,d Exclusive,2007
5311,bmw,320,d Automatic E90,2007
5380,bmw,320,i Touring Sport,2007
5421,bmw,320,i Start Automatic,2007
5487,bmw,320,Ci,2007
5506,bmw,320,i Exclusive Automatic,2007
5555,bmw,320,d Exclusive Automatic,2007
5632,bmw,320,d Sport,2007
5686,bmw,320,i Steptronic,2007
5707,bmw,320,Cd,2007
5709,bmw,320,d Touring Exclusive Automatic,2007
4139,bmw,320,Ci Cabriolet,2008
4188,bmw,320,d Exclusive,2008
4286,bmw,320,d Touring,2008
4394,bmw,320,td Compact,2008
4404,bmw,320,Cd Cabriolet,2008
4410,bmw,320,d Touring Sport Automatic,2008
4433,bmw,320,d Sport,2008
4516,bmw,320,i,2008
4519,bmw,320,i Automatic,2008
4558,bmw,320,i Sport,2008
4592,bmw,320,d Automatic,2008
4675,bmw,320,Ci,2008
4704,bmw,320,d E90,2008
4827,bmw,320,d Touring Exclusive Automatic,2008
4911,bmw,320,i Touring,2008
5068,bmw,320,i Exclusive Automatic,2008
5130,bmw,320,Cd,2008
5257,bmw,320,d Touring Sport,2008
5484,bmw,320,d Touring Exclusive,2008
5556,bmw,320,i Sport Automatic,2008
5695,bmw,320,d Touring Automatic,2008
4448,bmw,320,td Compact,2009
4504,bmw,320,i Touring,2009
4684,bmw,320,d,2009
4739,bmw,320,Cd,2009
4754,bmw,320,d Sport Automatic,2009
4838,bmw,320,d Individual,2009
5051,bmw,320,Ci Cabriolet,2009
5098,bmw,320,d Exclusive Automatic,2009
5172,bmw,320,i Exclusive,2009
5283,bmw,320,d Individual Automatic,2009
5387,bmw,320,Ci,2009
5410,bmw,320,d Automatic,2009
5450,bmw,320,i Individual,2009
5477,bmw,320,i,2009
5478,bmw,320,d Touring,2009
5677,bmw,320,i Sport,2009
5504,bmw,323,i,2006
4367,bmw,323,i Exclusive,2007
4980,bmw,323,i Sport,2007
5425,bmw,323,i Sport Automatic,2007
5466,bmw,323,i Exclusive Automatic,2007
5476,bmw,323,i Automatic,2007
4359,bmw,323,i,2008
4316,bmw,323,i Sport,2009
4125,bmw,325,xi Wagon,2005
4150,bmw,325,i Wagon,2005
4173,bmw,325,xi,2005
4272,bmw,325,Berline,2005
4349,bmw,325,Ci Coupe,2005
4397,bmw,325,Ci Convertible,2005
4441,bmw,325,Ci Cabriolet,2005
4501,bmw,325,i Sedan,2005
4765,bmw,325,i Automatic,2005
4776,bmw,325,i Touring Automatic,2005
5192,bmw,325,ti Compact,2005
5245,bmw,325,ti Compact Automatic,2005
5457,bmw,325,Ci,2005
5497,bmw,325,i Touring,2005
5538,bmw,325,xi Touring,2005
5721,bmw,325,i,2005
4189,bmw,325,xi Sport Wagon,2006
4209,bmw,325,Ci,2006
4837,bmw,325,i,2006
4902,bmw,325,Ci Cabriolet,2006
4983,bmw,325,i Ci Coupe,2006
4996,bmw,325,xi Touring,2006
4998,bmw,325,Xi Sportswagon,2006
5127,bmw,325,xi,2006
5260,bmw,325,Cic Convertible,2006
5326,bmw,325,i Touring,2006
5368,bmw,325,Ci Coupe Automatic,2006
5579,bmw,325,i Steptronic,2006
5584,bmw,325,Ci Convertible,2006
5629,bmw,325,Ci Coupe,2006
4187,bmw,325,i Coupe Automatic,2007
4265,bmw,325,xi,2007
4408,bmw,325,i Touring Exclusive Automatic,2007
4509,bmw,325,i Touring Exclusive,2007
4610,bmw,325,i Sport Automatic,2007
4644,bmw,325,i Exclusive,2007
4673,bmw,325,i Steptronic,2007
4945,bmw,325,i Coupe,2007
4956,bmw,325,i Exclusive Automatic E90,2007
5018,bmw,325,i Coupe Exclusive Automatic,2007
5082,bmw,325,Ci Cabriolet,2007
5146,bmw,325,i Coupe Exclusive,2007
5216,bmw,325,xi Touring,2007
5279,bmw,325,i Touring Sport,2007
5319,bmw,325,i Exclusive Automatic,2007
5337,bmw,325,i Ci Coupe Automatic,2007
5474,bmw,325,i Touring Automatic,2007
5672,bmw,325,i Ci Coupe,2007
5681,bmw,325,i,2007
5726,bmw,325,Ci,2007
5748,bmw,325,i Touring,2007
4184,bmw,325,i Ci Coupe,2008
4199,bmw,325,i Coupe,2008
4284,bmw,325,i Sport Automatic,2008
4296,bmw,325,Ci Cabriolet,2008
4300,bmw,325,i Touring Automatic,2008
4333,bmw,325,i Coupe Automatic,2008
4409,bmw,325,i Touring Sport Automatic,2008
4513,bmw,325,i Automatic,2008
4557,bmw,325,ti Compact Automatic,2008
4702,bmw,325,ti Compact,2008
4727,bmw,325,i Touring Exclusive Automatic,2008
4903,bmw,325,Ci,2008
5115,bmw,325,i Coupe Exclusive,2008
5185,bmw,325,i,2008
5261,bmw,325,i Touring,2008
5405,bmw,325,xi Touring,2008
5462,bmw,325,i Touring Sport,2008
5472,bmw,325,i Exclusive Automatic,2008
5600,bmw,325,i Ci Coupe Automatic,2008
5673,bmw,325,xi,2008
5720,bmw,325,i Exclusive,2008
4138,bmw,325,d Touring,2009
4221,bmw,325,Ci,2009
4403,bmw,325,d,2009
4537,bmw,325,i Exclusive,2009
4638,bmw,325,xi,2009
4883,bmw,325,Ci Cabriolet,2009
5132,bmw,325,xi Touring,2009
5209,bmw,325,i Sport,2009
5210,bmw,325,d Coupe,2009
5452,bmw,325,ti Compact,2009
5566,bmw,325,i Coupe,2009
5580,bmw,325,i,2009
5634,bmw,325,i Touring,2009
4393,bmw,328,i,2007
4538,bmw,328,xi,2007
4730,bmw,328,i Sportswagon,2007
5058,bmw,328,i Coupe,2007
5173,bmw,328,xi Coupe,2007
5286,bmw,328,xi Sedan,2007
5364,bmw,328,i Sedan,2007
5502,bmw,328,xi Sportswagon,2007
5704,bmw,328,i Convertible,2007
4307,bmw,328,i Sportswagon,2008
4458,bmw,328,xi,2008
4962,bmw,328,i,2008
5093,bmw,328,xi Sportswagon,2008
5153,bmw,328,i Convertible,2008
5230,bmw,328,xi Coupe,2008
4246,bmw,328,xi,2009
4474,bmw,328,i Coupe,2009
4481,bmw,328,xi Sportswagon,2009
4649,bmw,328,xi Coupe,2009
4904,bmw,328,i,2009
5239,bmw,328,i Convertible,2009
44448,bmw,328,i,2010
44449,bmw,328,i xDrive,2010
44450,bmw,328,i,2011
44451,bmw,328,i xDrive,2011
48675,bmw,328,i Coupe,2012
48676,bmw,328,i Coupe xDrive,2012
48677,bmw,328,i Convertible,2012
48678,bmw,328,i Wagon,2012
48679,bmw,328,i Wagon xDrive,2012
48680,bmw,328,i Sedan,2012
4135,bmw,330,d,2005
4149,bmw,330,i Touring,2005
4351,bmw,330, Automatic,2005
4413,bmw,330,Berline,2005
4485,bmw,330,xd Touring,2005
4697,bmw,330,xd,2005
4717,bmw,330,Ci Cabriolet,2005
4723,bmw,330,CI Convertible Automatic,2005
4878,bmw,330,xi,2005
5034,bmw,330,i Automatic,2005
5226,bmw,330,Ci,2005
5321,bmw,330,Ci Convertible,2005
5345,bmw,330,xi Sedan,2005
5480,bmw,330,i Sedan,2005
5491,bmw,330,d Touring,2005
5592,bmw,330,xi Touring,2005
5755,bmw,330,Cd,2005
4235,bmw,330,Cic Convertible,2006
4322,bmw,330,xi,2006
4375,bmw,330,Cd Cabriolet,2006
4607,bmw,330,d Touring,2006
4617,bmw,330,xd Touring,2006
4625,bmw,330,Ci Coupe,2006
